id,gender,age,stim,ntrial,grade,grade_f,block,trial_within_block,target,rt,correct,error
108,Female,345,8n1a,24,1,1st Grade,1,24,Angry,3031.25,1,0
108,Female,345,alln,25,1,1st Grade,1,25,Absent,1921.875,0,1
108,Female,345,alln,26,1,1st Grade,1,26,Absent,3500,1,0
108,Female,345,8n1h,27,1,1st Grade,1,27,Happy,5328.125,1,0
108,Female,345,8n1h,28,1,1st Grade,2,1,Happy,1796.875,1,0
108,Female,345,8n1a,29,1,1st Grade,2,2,Angry,3578.125,1,0
108,Female,345,8n1a,30,1,1st Grade,2,3,Angry,3250,1,0
108,Female,345,8n1h,31,1,1st Grade,2,4,Happy,3328.125,1,0
108,Female,345,8n1a,32,1,1st Grade,2,5,Angry,4328.125,1,0
108,Female,345,8n1h,33,1,1st Grade,2,6,Happy,2718.75,1,0
108,Female,345,8n1a,34,1,1st Grade,2,7,Angry,2250,1,0
108,Female,345,8n1h,35,1,1st Grade,2,8,Happy,2468.75,1,0
108,Female,345,8n1h,36,1,1st Grade,2,9,Happy,3546.875,1,0
108,Female,345,alln,37,1,1st Grade,2,10,Absent,2796.875,0,1
108,Female,345,alln,38,1,1st Grade,2,11,Absent,2968.75,0,1
108,Female,345,8n1a,39,1,1st Grade,2,12,Angry,3281.25,1,0
108,Female,345,8n1a,40,1,1st Grade,2,13,Angry,4812.5,1,0
108,Female,345,8n1a,41,1,1st Grade,2,14,Angry,2765.625,1,0
108,Female,345,alln,42,1,1st Grade,2,15,Absent,3515.625,0,1
108,Female,345,alln,43,1,1st Grade,2,16,Absent,2718.75,0,1
108,Female,345,8n1h,44,1,1st Grade,2,17,Happy,1500,1,0
108,Female,345,8n1h,45,1,1st Grade,2,18,Happy,3796.875,1,0
108,Female,345,alln,46,1,1st Grade,2,19,Absent,3734.375,1,0
108,Female,345,8n1a,47,1,1st Grade,2,20,Angry,4562.5,1,0
108,Female,345,alln,48,1,1st Grade,2,21,Absent,2375,0,1
108,Female,345,alln,49,1,1st Grade,2,22,Absent,4203.125,1,0
108,Female,345,8n1h,50,1,1st Grade,2,23,Happy,2937.5,1,0
108,Female,345,alln,51,1,1st Grade,2,24,Absent,3843.75,1,0
108,Female,345,8n1h,52,1,1st Grade,2,25,Happy,3437.5,1,0
108,Female,345,8n1a,53,1,1st Grade,2,26,Angry,1703.125,1,0
108,Female,345,alln,54,1,1st Grade,2,27,Absent,2953.125,0,1
108,Female,345,8n1h,55,1,1st Grade,3,1,Happy,2015.625,1,0
108,Female,345,alln,56,1,1st Grade,3,2,Absent,1578.125,0,1
108,Female,345,alln,57,1,1st Grade,3,3,Absent,2453.125,1,0
108,Female,345,8n1a,58,1,1st Grade,3,4,Angry,2828.125,1,0
108,Female,345,8n1h,59,1,1st Grade,3,5,Happy,2406.25,1,0
108,Female,345,alln,60,1,1st Grade,3,6,Absent,1953.125,1,0
108,Female,345,8n1a,61,1,1st Grade,3,7,Angry,3453.125,1,0
108,Female,345,8n1h,62,1,1st Grade,3,8,Happy,2375,1,0
108,Female,345,alln,63,1,1st Grade,3,9,Absent,2578.125,1,0
108,Female,345,8n1h,64,1,1st Grade,3,10,Happy,3984.375,0,1
108,Female,345,alln,65,1,1st Grade,3,11,Absent,2343.75,1,0
108,Female,345,8n1h,66,1,1st Grade,3,12,Happy,3421.875,0,1
108,Female,345,alln,67,1,1st Grade,3,13,Absent,3687.5,1,0
108,Female,345,8n1a,68,1,1st Grade,3,14,Angry,1281.25,1,0
108,Female,345,alln,69,1,1st Grade,3,15,Absent,2843.75,1,0
108,Female,345,8n1h,70,1,1st Grade,3,16,Happy,3031.25,0,1
108,Female,345,8n1h,71,1,1st Grade,3,17,Happy,3296.875,0,1
108,Female,345,8n1a,72,1,1st Grade,3,18,Angry,2609.375,1,0
108,Female,345,8n1a,73,1,1st Grade,3,19,Angry,2906.25,1,0
108,Female,345,8n1h,74,1,1st Grade,3,20,Happy,3171.875,1,0
108,Female,345,8n1a,75,1,1st Grade,3,21,Angry,2968.75,1,0
108,Female,345,alln,76,1,1st Grade,3,22,Absent,1703.125,1,0
108,Female,345,8n1a,77,1,1st Grade,3,23,Angry,3859.375,1,0
108,Female,345,8n1h,78,1,1st Grade,3,24,Happy,2921.875,0,1
108,Female,345,8n1a,79,1,1st Grade,3,25,Angry,2843.75,1,0
108,Female,345,alln,80,1,1st Grade,3,26,Absent,2906.25,1,0
108,Female,345,8n1a,81,1,1st Grade,3,27,Angry,3078.125,1,0
109,Male,341,alln,1,1,1st Grade,1,1,Absent,2609.375,0,1
109,Male,341,alln,2,1,1st Grade,1,2,Absent,5375,1,0
109,Male,341,alln,3,1,1st Grade,1,3,Absent,3687.5,1,0
109,Male,341,8n1h,4,1,1st Grade,1,4,Happy,4500,1,0
109,Male,341,8n1a,5,1,1st Grade,1,5,Angry,4890.625,0,1
109,Male,341,8n1a,6,1,1st Grade,1,6,Angry,4718.75,1,0
109,Male,341,alln,7,1,1st Grade,1,7,Absent,4140.625,1,0
109,Male,341,8n1h,8,1,1st Grade,1,8,Happy,3500,1,0
109,Male,341,alln,9,1,1st Grade,1,9,Absent,2609.375,1,0
109,Male,341,alln,10,1,1st Grade,1,10,Absent,2703.125,1,0
109,Male,341,8n1h,11,1,1st Grade,1,11,Happy,2625,0,1
109,Male,341,alln,12,1,1st Grade,1,12,Absent,2828.125,1,0
109,Male,341,8n1a,13,1,1st Grade,1,13,Angry,6046.875,1,0
109,Male,341,alln,14,1,1st Grade,1,14,Absent,2906.25,1,0
109,Male,341,alln,15,1,1st Grade,1,15,Absent,2593.75,1,0
109,Male,341,8n1a,16,1,1st Grade,1,16,Angry,4546.875,1,0
109,Male,341,8n1a,17,1,1st Grade,1,17,Angry,5031.25,1,0
109,Male,341,8n1a,18,1,1st Grade,1,18,Angry,4687.5,1,0
109,Male,341,8n1a,19,1,1st Grade,1,19,Angry,5078.125,1,0
109,Male,341,8n1a,20,1,1st Grade,1,20,Angry,4140.625,1,0
109,Male,341,8n1a,21,1,1st Grade,1,21,Angry,3703.125,1,0
109,Male,341,8n1h,22,1,1st Grade,1,22,Happy,4343.75,1,0
109,Male,341,8n1h,23,1,1st Grade,1,23,Happy,3984.375,1,0
109,Male,341,8n1h,24,1,1st Grade,1,24,Happy,4750,0,1
109,Male,341,8n1h,25,1,1st Grade,1,25,Happy,2812.5,0,1
109,Male,341,8n1h,26,1,1st Grade,1,26,Happy,2828.125,0,1
109,Male,341,8n1h,27,1,1st Grade,1,27,Happy,4140.625,1,0
109,Male,341,alln,28,1,1st Grade,2,1,Absent,2234.375,1,0
109,Male,341,alln,29,1,1st Grade,2,2,Absent,3125,1,0
109,Male,341,8n1h,30,1,1st Grade,2,3,Happy,2500,1,0
109,Male,341,8n1h,31,1,1st Grade,2,4,Happy,4187.5,1,0
109,Male,341,8n1h,32,1,1st Grade,2,5,Happy,1546.875,0,1
109,Male,341,alln,33,1,1st Grade,2,6,Absent,3437.5,1,0
109,Male,341,alln,34,1,1st Grade,2,7,Absent,3750,1,0
109,Male,341,alln,35,1,1st Grade,2,8,Absent,2578.125,1,0
109,Male,341,8n1a,36,1,1st Grade,2,9,Angry,3156.25,1,0
109,Male,341,8n1a,37,1,1st Grade,2,10,Angry,1781.25,0,1
109,Male,341,8n1a,38,1,1st Grade,2,11,Angry,2015.625,1,0
109,Male,341,8n1a,39,1,1st Grade,2,12,Angry,3625,1,0
109,Male,341,8n1a,40,1,1st Grade,2,13,Angry,4312.5,1,0
109,Male,341,8n1a,41,1,1st Grade,2,14,Angry,3375,1,0
109,Male,341,8n1h,42,1,1st Grade,2,15,Happy,3234.375,0,1
109,Male,341,8n1h,43,1,1st Grade,2,16,Happy,4406.25,0,1
109,Male,341,alln,44,1,1st Grade,2,17,Absent,3140.625,1,0
109,Male,341,alln,45,1,1st Grade,2,18,Absent,2859.375,1,0
109,Male,341,8n1h,46,1,1st Grade,2,19,Happy,3375,0,1
109,Male,341,alln,47,1,1st Grade,2,20,Absent,5156.25,1,0
109,Male,341,8n1a,48,1,1st Grade,2,21,Angry,3234.375,1,0
109,Male,341,8n1h,49,1,1st Grade,2,22,Happy,4937.5,1,0
109,Male,341,8n1a,50,1,1st Grade,2,23,Angry,3234.375,1,0
109,Male,341,alln,51,1,1st Grade,2,24,Absent,2187.5,1,0
109,Male,341,8n1h,52,1,1st Grade,2,25,Happy,1468.75,0,1
109,Male,341,8n1h,53,1,1st Grade,2,26,Happy,6640.625,1,0
109,Male,341,8n1a,54,1,1st Grade,2,27,Angry,5875,1,0
109,Male,341,alln,55,1,1st Grade,3,1,Absent,3921.875,1,0
109,Male,341,8n1a,56,1,1st Grade,3,2,Angry,3375,1,0
109,Male,341,8n1h,57,1,1st Grade,3,3,Happy,1234.375,1,0
109,Male,341,8n1h,58,1,1st Grade,3,4,Happy,2468.75,0,1
109,Male,341,alln,59,1,1st Grade,3,5,Absent,3250,1,0
109,Male,341,8n1h,60,1,1st Grade,3,6,Happy,3406.25,0,1
109,Male,341,8n1a,61,1,1st Grade,3,7,Angry,3062.5,1,0
109,Male,341,alln,62,1,1st Grade,3,8,Absent,2703.125,1,0
109,Male,341,8n1h,63,1,1st Grade,3,9,Happy,3031.25,1,0
109,Male,341,8n1a,64,1,1st Grade,3,10,Angry,2968.75,1,0
109,Male,341,alln,65,1,1st Grade,3,11,Absent,3750,1,0
109,Male,341,8n1h,66,1,1st Grade,3,12,Happy,1296.875,0,1
109,Male,341,8n1h,67,1,1st Grade,3,13,Happy,2812.5,0,1
109,Male,341,8n1a,68,1,1st Grade,3,14,Angry,2375,1,0
109,Male,341,alln,69,1,1st Grade,3,15,Absent,3750,1,0
109,Male,341,alln,70,1,1st Grade,3,16,Absent,4109.375,1,0
109,Male,341,alln,71,1,1st Grade,3,17,Absent,4140.625,0,1
109,Male,341,8n1a,72,1,1st Grade,3,18,Angry,2500,1,0
109,Male,341,8n1h,73,1,1st Grade,3,19,Happy,1500,0,1
109,Male,341,8n1a,74,1,1st Grade,3,20,Angry,2078.125,1,0
109,Male,341,8n1a,75,1,1st Grade,3,21,Angry,3421.875,1,0
109,Male,341,8n1h,76,1,1st Grade,3,22,Happy,3406.25,0,1
109,Male,341,8n1a,77,1,1st Grade,3,23,Angry,2890.625,0,1
109,Male,341,alln,78,1,1st Grade,3,24,Absent,3390.625,1,0
109,Male,341,alln,79,1,1st Grade,3,25,Absent,2984.375,1,0
109,Male,341,8n1h,80,1,1st Grade,3,26,Happy,1953.125,0,1
109,Male,341,8n1a,81,1,1st Grade,3,27,Angry,2625,1,0
110,Female,314,8n1h,1,1,1st Grade,1,1,Happy,2500,1,0
110,Female,314,8n1h,2,1,1st Grade,1,2,Happy,2828.125,1,0
110,Female,314,8n1a,3,1,1st Grade,1,3,Angry,4312.5,1,0
110,Female,314,alln,4,1,1st Grade,1,4,Absent,3703.125,1,0
110,Female,314,alln,5,1,1st Grade,1,5,Absent,2390.625,1,0
110,Female,314,8n1h,6,1,1st Grade,1,6,Happy,2500,1,0
110,Female,314,8n1a,7,1,1st Grade,1,7,Angry,1859.375,1,0
110,Female,314,8n1a,8,1,1st Grade,1,8,Angry,2203.125,1,0
110,Female,314,8n1h,9,1,1st Grade,1,9,Happy,3484.375,0,1
110,Female,314,8n1h,10,1,1st Grade,1,10,Happy,2062.5,0,1
110,Female,314,alln,11,1,1st Grade,1,11,Absent,2265.625,1,0
110,Female,314,8n1a,12,1,1st Grade,1,12,Angry,4968.75,1,0
110,Female,314,8n1a,13,1,1st Grade,1,13,Angry,1609.375,1,0
110,Female,314,alln,14,1,1st Grade,1,14,Absent,4687.5,1,0
110,Female,314,8n1a,15,1,1st Grade,1,15,Angry,2265.625,0,1
110,Female,314,8n1h,16,1,1st Grade,1,16,Happy,1281.25,1,0
110,Female,314,8n1h,17,1,1st Grade,1,17,Happy,2906.25,1,0
110,Female,314,alln,18,1,1st Grade,1,18,Absent,1437.5,0,1
110,Female,314,8n1a,19,1,1st Grade,1,19,Angry,4250,1,0
110,Female,314,alln,20,1,1st Grade,1,20,Absent,1921.875,1,0
110,Female,314,8n1a,21,1,1st Grade,1,21,Angry,3546.875,0,1
110,Female,314,alln,22,1,1st Grade,1,22,Absent,2625,1,0
110,Female,314,alln,23,1,1st Grade,1,23,Absent,3437.5,1,0
110,Female,314,8n1a,24,1,1st Grade,1,24,Angry,1187.5,1,0
110,Female,314,alln,25,1,1st Grade,1,25,Absent,2546.875,1,0
110,Female,314,8n1h,26,1,1st Grade,1,26,Happy,2015.625,0,1
110,Female,314,8n1h,27,1,1st Grade,1,27,Happy,3515.625,0,1
110,Female,314,alln,28,1,1st Grade,2,1,Absent,3312.5,1,0
110,Female,314,alln,29,1,1st Grade,2,2,Absent,4578.125,1,0
110,Female,314,8n1h,30,1,1st Grade,2,3,Happy,4000,0,1
110,Female,314,alln,31,1,1st Grade,2,4,Absent,3640.625,1,0
110,Female,314,alln,32,1,1st Grade,2,5,Absent,6171.875,1,0
110,Female,314,8n1a,33,1,1st Grade,2,6,Angry,4000,1,0
110,Female,314,8n1h,34,1,1st Grade,2,7,Happy,3765.625,1,0
110,Female,314,8n1h,35,1,1st Grade,2,8,Happy,6781.25,0,1
110,Female,314,8n1h,36,1,1st Grade,2,9,Happy,3687.5,1,0
110,Female,314,alln,37,1,1st Grade,2,10,Absent,,1,0
110,Female,314,8n1a,38,1,1st Grade,2,11,Angry,4531.25,0,1
110,Female,314,8n1h,39,1,1st Grade,2,12,Happy,4937.5,1,0
110,Female,314,8n1h,40,1,1st Grade,2,13,Happy,4250,1,0
110,Female,314,8n1a,41,1,1st Grade,2,14,Angry,2406.25,0,1
110,Female,314,8n1h,42,1,1st Grade,2,15,Happy,4625,0,1
110,Female,314,8n1a,43,1,1st Grade,2,16,Angry,5406.25,1,0
110,Female,314,8n1a,44,1,1st Grade,2,17,Angry,2218.75,0,1
110,Female,314,8n1h,45,1,1st Grade,2,18,Happy,4000,1,0
110,Female,314,8n1a,46,1,1st Grade,2,19,Angry,4000,1,0
110,Female,314,alln,47,1,1st Grade,2,20,Absent,3921.875,1,0
110,Female,314,alln,48,1,1st Grade,2,21,Absent,2875,1,0
110,Female,314,8n1a,49,1,1st Grade,2,22,Angry,3437.5,1,0
110,Female,314,8n1a,50,1,1st Grade,2,23,Angry,5984.375,1,0
110,Female,314,alln,51,1,1st Grade,2,24,Absent,1875,1,0
110,Female,314,8n1a,52,1,1st Grade,2,25,Angry,2375,0,1
110,Female,314,8n1h,53,1,1st Grade,2,26,Happy,3125,1,0
110,Female,314,alln,54,1,1st Grade,2,27,Absent,3687.5,1,0
110,Female,314,alln,55,1,1st Grade,3,1,Absent,3546.875,1,0
110,Female,314,8n1h,56,1,1st Grade,3,2,Happy,2718.75,0,1
110,Female,314,8n1h,57,1,1st Grade,3,3,Happy,2000,1,0
110,Female,314,8n1a,58,1,1st Grade,3,4,Angry,3250,1,0
110,Female,314,8n1h,59,1,1st Grade,3,5,Happy,4171.875,1,0
110,Female,314,8n1h,60,1,1st Grade,3,6,Happy,4265.625,1,0
110,Female,314,alln,61,1,1st Grade,3,7,Absent,2109.375,1,0
110,Female,314,alln,62,1,1st Grade,3,8,Absent,3765.625,1,0
110,Female,314,8n1a,63,1,1st Grade,3,9,Angry,4046.875,0,1
110,Female,314,8n1a,64,1,1st Grade,3,10,Angry,4546.875,0,1
110,Female,314,8n1h,65,1,1st Grade,3,11,Happy,3187.5,0,1
110,Female,314,alln,66,1,1st Grade,3,12,Absent,4265.625,1,0
110,Female,314,alln,67,1,1st Grade,3,13,Absent,5406.25,1,0
110,Female,314,8n1h,68,1,1st Grade,3,14,Happy,3828.125,0,1
110,Female,314,8n1a,69,1,1st Grade,3,15,Angry,6515.625,1,0
110,Female,314,8n1a,70,1,1st Grade,3,16,Angry,4000,0,1
110,Female,314,8n1h,71,1,1st Grade,3,17,Happy,1765.625,0,1
110,Female,314,alln,72,1,1st Grade,3,18,Absent,2828.125,1,0
110,Female,314,alln,73,1,1st Grade,3,19,Absent,3859.375,1,0
